failed_accession	gene_names	gene_mapping_source	protein_description	reviewed_status	failed_sequence_length	failed_sequence_sha256	PWM_annotation_level	PWM_source_or_model	legacy_family_text	accepted_pfam_hits	reviewed_DBD_pfam_hits	uncertain_pfam_hits	non_DBD_pfam_hits	DBD_present_by_reviewed_pfam	DBD_fragment_ids	DBD_fragment_sent	DBD_fragment_models_checked	DBD_fragment_passing_model_count	DBD_fragment_best_model_path	DBD_fragment_interface_result	non_DBD_contacting_fragment_ids	canonical_reference_accession	canonical_reference_selection_reason	canonical_reference_reviewed_status	canonical_reference_sequence_length	canonical_reference_DBD_context	canonical_reference_model_path	canonical_reference_model_interval	canonical_reference_interface_result	canonical_reference_atom_contacts	canonical_reference_protein_interface_residues	canonical_reference_dna_interface_residues	failed_to_canonical_full_alignment_length	failed_to_canonical_full_identity_percent	canonical_DBD_residues_covered_by_failed	canonical_DBD_coverage_percent	canonical_DBD_identity_percent	failed_coordinates_corresponding_to_DBD	accession_DBD_presence_evidence	primary_structural_status	canonical_reference_status	action_for_baldo	database_display_recommendation	decision_reason	manual_review_required	manual_review_reason	classification_confidence
A2RRN1	CREB3L2	FAILED_ACCESSION_ANNOTATION	CREB3L2 protein	UNREVIEWED	174	300d2a8d25debd9f2e4534b57f422af28a7a05dc4658ae500828440e254e1f9e	Homologous_PWM	MA0608.1 (87.8%)						NO		NOT_APPLICABLE	0	0				Q70SY1	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	520	PF00170:292-354:bZIP transcription factor	/data/sbi/interchange/boliva/patricia/models/TFS_Q70SY1:295:354_1t2k_C_1.pdb	295-354	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	57	8	6	520	99.43	2	3.17	100.00	166-167	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
A8K549		BLANK_GENE_MAPPING:uncertain	cDNA FLJ78348	UNREVIEWED	248	27922460081c90fad660649fe6fce7a62ec219b725ecb6b6c30386b49d6045c3	Identical_PWM	MA0900.1						NO		NOT_APPLICABLE	0	0											NOT_VALIDATED										NO_CANONICAL_REFERENCE	UNCERTAIN_MANUAL_REVIEW	NO_CANONICAL_REFERENCE_FOUND	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Gene mapping is uncertain.	LOW
A8MTU8	SREBF1	BLANK_GENE_MAPPING:clear_from_description	cDNA FLJ38006 fis, clone CTONG2012422, highly similar to Sterol regulatory element-binding protein 1	UNREVIEWED	766	1cdb74fb6b085002144e40283f14ec4b3a0bc4243cddd68f82342fcd7f728893	Homologous_PWM	M01724_2.00 (82.9%);MA0595.1 (98.9%);MA0829.1 (83.2%)						NO		NOT_APPLICABLE	0	0				P36956	BLANK_GENE_MAPPING_TO_EXPLICIT_INTERFACE_AUDITED_REFERENCE:clear_from_description	REVIEWED	1147	PF00010:324-374:Helix-loop-helix DNA-binding domain	/data/sbi/interchange/boliva/patricia/models/TFS_P36956:316:404_5i50_B_1.pdb	316-404	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	316	26	18	1147	97.13	11	21.57	72.73	68-78	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
B1AKB1	TFEB	FAILED_ACCESSION_ANNOTATION	Transcription factor EB	UNREVIEWED	222	d44a7927923839cecede87b608b453d5ff2a035ebb6d74f150c0c00c7d5d01ad	Identical_PWM	MA0692.1	DUF605,Suf,MAS20	PF15951:4-162:MITF/TFEB/TFEC/TFE3 N-terminus			PF15951:4-162:MITF/TFEB/TFEC/TFE3 N-terminus	NO		NOT_APPLICABLE	0	0				A0A7I2YQR9	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	273	PF00010:236-265:Helix-loop-helix DNA-binding domain	/data/sbi/interchange/boliva/patricia/models/TFS_A0A7I2YQR9:232:263_5nj8_B_1.pdb	232-263	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	186	9	6	273	100.00	3	10.00	100.00	219-221	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
B1NY96	TCF3-ZNF384 fusion	FAILED_ACCESSION_ANNOTATION	E2A-NMP4 fusion protein	UNREVIEWED	197	2256e0b00cd44f1c53a055a81f45bdb46d18f5c6227889b3196541053d0883ce	Identical_PWM	MA1125.1						NO		NOT_APPLICABLE	0	0											NOT_VALIDATED										NO_CANONICAL_REFERENCE	UNCERTAIN_MANUAL_REVIEW	NO_CANONICAL_REFERENCE_FOUND	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	No decisive reviewed-Pfam or canonical-alignment evidence.	LOW
B3KU95	HOXA2	BLANK_GENE_MAPPING:clear_from_description	cDNA FLJ39423 fis, clone PROST1000322, highly similar to HOMEOBOX PROTEIN HOX-A2	UNREVIEWED	248	814ef3064e418d389e24c0fdee0c797c47cf845af5ed5e74c98d93e535b47b84	Identical_PWM	MA0900.1						NO		NOT_APPLICABLE	0	0				O43364	BLANK_GENE_MAPPING_TO_REVIEWED_CANONICAL_ACCESSION:clear_from_description	REVIEWED	376	PF00046:144-200:Homeodomain	/data/sbi/interchange/boliva/patricia/models/TFS_O43364:144:205_1ahd_P_1.pdb	144-205	NOT_VALIDATED				377	73.68	24	42.11	33.33	134-157	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_FOUND_NOT_VALIDATED	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
B4DHE0	STAT2	BLANK_GENE_MAPPING:clear_from_description	cDNA FLJ56695, highly similar to Signal transducer and activator of transcription 2 (cDNA, FLJ79415, highly similar to Signal transducer and activator of transcription 2)	UNREVIEWED	203	e9a803a26bd13b4e5e254d4c3350ad4cf2165add1abb8c1392dc6eb68072a09d	Homologous_PWM	M08019_2.00 (97.2%);MA0517.1 (99.4%);MA1623.1 (71.7%)	STAT_alpha,STAT_int,CorA	PF02865:2-122:STAT protein, protein interaction domain;PF01017:146-183:STAT transcription factor, coiled-coil domain			PF02865:2-122:STAT protein, protein interaction domain;PF01017:146-183:STAT transcription factor, coiled-coil domain	NO		NOT_APPLICABLE	0	0			B4DHE0|PF01017|146-183	P52630	BLANK_GENE_MAPPING_TO_EXPLICIT_INTERFACE_AUDITED_REFERENCE:clear_from_description	REVIEWED	851	PF02864:321-456:STAT protein, DNA binding domain	/data/sbi/interchange/boliva/patricia/models/TFS_P52630:141:678_1bf5_A_1.pdb	141-678	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	240	24	12	851	100.00	6	4.41	100.00	186-191	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
B4DL38	EGR2	BLANK_GENE_MAPPING:clear_from_description	cDNA FLJ54816, highly similar to Early growth response protein 2	UNREVIEWED	261	2ed54beb6df2d08f2d30b893f8268420ddc4507bbbd2be9a0983a2d970836efe	Homologous_PWM	M09515_2.00 (89.5%);MA0472.1 (87.5%);MA0472.2 (96.6%)	DUF3446	PF11928:107-217:Early growth response N-terminal domain			PF11928:107-217:Early growth response N-terminal domain	NO		NOT_APPLICABLE	0	0				A0A8I5KYI5	BLANK_GENE_MAPPING_TO_EXPLICIT_INTERFACE_AUDITED_REFERENCE:clear_from_description	UNREVIEWED	489	PF00096:353-377:Zinc finger, C2H2 type;PF00096:383-405:Zinc finger, C2H2 type;PF00096:411-433:Zinc finger, C2H2 type	/data/sbi/interchange/boliva/patricia/models/TFS_A0A8I5KYI5:350:435_4r2a_A_1.pdb	350-435	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	534	20	10	489	95.79	10	12.35	100.00	248-257	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
B4DNX4	EGR1	BLANK_GENE_MAPPING:clear_from_description	cDNA FLJ56577, highly similar to Early growth response protein 1	UNREVIEWED	200	5054d41395a800d80959968539331f42a603e54221adccf56a88713f76f805e0	Identical_PWM	MA0162.2	DUF3432	PF11914:114-187:Domain of unknown function (DUF3432)		PF11914:114-187:Domain of unknown function (DUF3432)		UNCERTAIN		NOT_APPLICABLE	0	0				P18146	BLANK_GENE_MAPPING_TO_REVIEWED_CANONICAL_ACCESSION:clear_from_description	REVIEWED	543	PF00096:338-362:Zinc finger, C2H2 type;PF00096:368-390:Zinc finger, C2H2 type;PF00096:396-418:Zinc finger, C2H2 type	/data/sbi/interchange/boliva/patricia/models/TFS_P18146:335:421_4r2d_A_1.pdb	335-421	NOT_VALIDATED				543	100.00	3	3.70	100.00	142-144	HIGH_CONFIDENCE_DBD_ABSENT	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_FOUND_NOT_VALIDATED	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	The reviewed Pfam mapping does not establish whether the accession contains its expected DBD. PWM/database inclusion is not changed by this structural recommendation.	YES	At least one accepted Pfam has reviewed expected-DBD status UNCERTAIN.	LOW
B4DTN3		BLANK_GENE_MAPPING:uncertain	cDNA FLJ58424, highly similar to MBD2-interacting zinc finger protein	UNREVIEWED	143	b9c0f113ebca7008176096521b2c4e26ff860489f5ffe832298d0c299c96ae61	Homologous_PWM	MA0131.1 (98.5%)	FAST_1,DARPP-32					NO		NOT_APPLICABLE	0	0											NOT_VALIDATED										NO_CANONICAL_REFERENCE	UNCERTAIN_MANUAL_REVIEW	NO_CANONICAL_REFERENCE_FOUND	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Gene mapping is uncertain.	LOW
B4DVG0	EGR1	BLANK_GENE_MAPPING:clear_from_description	cDNA FLJ60905, highly similar to Early growth response protein 1	UNREVIEWED	232	bb049ead0c249d803fe18b5ca7c615774ee98c3434d0879d76a24c573091cae6	Homologous_PWM	MA0162.1 (90.4%);MA0162.2 (99.5%)	DUF3446	PF11928:135-226:Early growth response N-terminal domain			PF11928:135-226:Early growth response N-terminal domain	NO		NOT_APPLICABLE	0	0				P18146	BLANK_GENE_MAPPING_TO_REVIEWED_CANONICAL_ACCESSION:clear_from_description	REVIEWED	543	PF00096:338-362:Zinc finger, C2H2 type;PF00096:368-390:Zinc finger, C2H2 type;PF00096:396-418:Zinc finger, C2H2 type	/data/sbi/interchange/boliva/patricia/models/TFS_P18146:335:421_4r2d_A_1.pdb	335-421	NOT_VALIDATED				543	99.57	7	8.64	100.00	223-229	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_FOUND_NOT_VALIDATED	NO_SEND_MARK_DNA_STRUCTURE_UNAVAILABLE	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
B4DW78	ETS1	BLANK_GENE_MAPPING:clear_from_description	cDNA FLJ59231, highly similar to C-ets-1 protein	UNREVIEWED	300	85024f991bb486ef68d1efccbb6e54c5ff5da068edf2170e3391ddad4ce9043a	Identical_PWM	MA0098.1	SAM_PNT,GluR_Homer-bdg	PF02198:54-135:Sterile alpha motif (SAM)/Pointed domain;PF19525:148-300:Ets1 N-terminal flanking region of Ets domain			PF02198:54-135:Sterile alpha motif (SAM)/Pointed domain;PF19525:148-300:Ets1 N-terminal flanking region of Ets domain	NO		NOT_APPLICABLE	0	0				P14921	BLANK_GENE_MAPPING_TO_REVIEWED_CANONICAL_ACCESSION:clear_from_description	REVIEWED	441	PF00178:335-415:Ets-domain	/data/sbi/interchange/boliva/patricia/models/TFS_P14921:302:439_3mfk_A_1.pdb	302-439	NOT_VALIDATED				441	100.00	3	3.70	100.00	295-297	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_FOUND_NOT_VALIDATED	NO_SEND_MARK_DNA_STRUCTURE_UNAVAILABLE	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
B4E1B1	IRF7 hCG_18132	FAILED_ACCESSION_ANNOTATION	Interferon regulatory factor 7, isoform CRA_c (cDNA FLJ61529, highly similar to Interferon regulatory factor 7)	UNREVIEWED	210	b95e0983bcd0da80a8b92ee06fcafeb11adfc406730484806004c79b5215b37f	Identical_PWM	M03338_2.00	IRF-3	PF10401:2-170:Interferon-regulatory factor 3			PF10401:2-170:Interferon-regulatory factor 3	NO		NOT_APPLICABLE	0	0			B4E1B1|PF10401|2-170	Q92985	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	503	PF00605:14-124:Interferon regulatory factor transcription factor	/data/sbi/interchange/boliva/patricia/models/TFS_Q92985:17:122_1t2k_A_1.pdb	17-122	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	726	24	11	503	100.00	0	0.00	0.00		HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
B4E2G3	CREB3L4	BLANK_GENE_MAPPING:clear_from_description	cDNA FLJ58974, highly similar to Homo sapiens cAMP responsive element binding protein 3-like 4 (CREB3L4), mRNA	UNREVIEWED	202	d892178318ee5ab1568ddd05198b7422db64155532509f290bb37692482b1761	Homologous_PWM	MA1474.1 (98.6%)						NO		NOT_APPLICABLE	0	0				Q8TEY5	BLANK_GENE_MAPPING_TO_EXPLICIT_INTERFACE_AUDITED_REFERENCE:clear_from_description	REVIEWED	395	PF00170:215-273:bZIP transcription factor	/data/sbi/interchange/boliva/patricia/models/TFS_Q8TEY5:218:259_1t2k_C_1.pdb	218-259	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	62	7	4	395	87.62	8	13.56	75.00	150-157	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
B4E2U7	HIF1A	BLANK_GENE_MAPPING:clear_from_description	Hypoxia-inducible factor 1-alpha	UNREVIEWED	577	a2ff18c31e35865a2c56a2e65b84dc76c3b63181f95f320d91fd1093355f5651	Identical_PWM	MA0259.1	HIF-1,HIF-1a_CTAD,PAS,PAS_3,PAS_9,Dicty_REP	PF08447:5-90:PAS fold;PF11413:306-331:Hypoxia-inducible factor-1;PF08778:541-576:HIF-1 alpha C terminal transactivation domain			PF08447:5-90:PAS fold;PF11413:306-331:Hypoxia-inducible factor-1;PF08778:541-576:HIF-1 alpha C terminal transactivation domain	NO		NOT_APPLICABLE	0	0				Q16665	BLANK_GENE_MAPPING_TO_REVIEWED_CANONICAL_ACCESSION:clear_from_description	REVIEWED	826	PF23171:1-80:Hypoxia-inducible factor 1-alpha bHLH domain	/data/sbi/interchange/boliva/patricia/models/TFS_Q16665:11:358_4zpk_B_1.pdb	11-358	NOT_VALIDATED				826	100.00	0	0.00	0.00		HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_FOUND_NOT_VALIDATED	NO_SEND_MARK_DNA_STRUCTURE_UNAVAILABLE	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
B4E374	ESR1	BLANK_GENE_MAPPING:clear_from_description	cDNA FLJ51617, highly similar to Estrogen receptor	UNREVIEWED	170	4b1180ee61504544a6f2494846a0331d77c007b3f0b190d6cb73a1999ec6f570	Homologous_PWM	M09309_2.00 (94.3%);MA0112.1 (99.3%)	Hormone_recep	PF00104:41-161:Ligand-binding domain of nuclear hormone receptor			PF00104:41-161:Ligand-binding domain of nuclear hormone receptor	NO		NOT_APPLICABLE	0	0				P03372	BLANK_GENE_MAPPING_TO_REVIEWED_CANONICAL_ACCESSION:clear_from_description	REVIEWED	595	PF00105:184-252:Double treble clef zinc finger, C4 type	/data/sbi/interchange/boliva/patricia/models/TFS_P03372:183:263_1lo1_A_1.pdb	183-263	NOT_VALIDATED				595	98.82	0	0.00	0.00		HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_FOUND_NOT_VALIDATED	NO_SEND_MARK_DNA_STRUCTURE_UNAVAILABLE	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
B5MCD3	HOXD12	FAILED_ACCESSION_ANNOTATION	Homeobox D12	UNREVIEWED	246	c6fd7e539d2cc29d19348fdc513a26d5a8e93572d0d8aa717d7118cdf407f97d	Homologous_PWM	MA0873.1 (97.0%)						NO		NOT_APPLICABLE	0	0				P35452	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	270	PF00046:203-259:Homeodomain	/data/sbi/interchange/boliva/patricia/models/TFS_P35452:203:259_5zjr_A_1.pdb	203-259	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	621	40	22	273	87.24	38	66.67	39.47	203-243	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
B7Z5Z3	SOX5	BLANK_GENE_MAPPING:clear_from_description	cDNA FLJ55780, highly similar to Transcription factor SOX-5	UNREVIEWED	509	2c0db2aa68e8f9ef91eead83455678de7b14af41eb0ccf62e70e6df46e73e3cc	Homologous_PWM	M09404_2.00 (85.4%);M11309_2.00 (98.3%);MA0087.1 (94.7%)	OmpH,IncA,LOH1CR12					NO		NOT_APPLICABLE	0	0				P35711	BLANK_GENE_MAPPING_TO_EXPLICIT_INTERFACE_AUDITED_REFERENCE:clear_from_description	REVIEWED	763	PF00505:556-624:HMG (high mobility group) box	/data/sbi/interchange/boliva/patricia/models/TFS_P35711:553:634_1j46_A_1.pdb	553-634	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	476	30	17	763	98.82	4	5.80	100.00	490-493	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
B7Z8F5	RFX2	BLANK_GENE_MAPPING:clear_from_description	cDNA FLJ53376, highly similar to DNA-binding protein RFX2	UNREVIEWED	510	36bf845587c92853ec482a54eea853a0f345c0a23361566291cb229947094d76	Homologous_PWM	M02450_2.00 (76.3%);MA0600.1 (75.0%)	RFX1_trans_act	PF04589:1-51:RFX1 transcription activation region;PF25340:158-446:RFX BCD domain			PF04589:1-51:RFX1 transcription activation region;PF25340:158-446:RFX BCD domain	NO		NOT_APPLICABLE	0	0				P48378	BLANK_GENE_MAPPING_TO_REVIEWED_CANONICAL_ACCESSION:clear_from_description	REVIEWED	723	PF02257:199-273:RFX DNA-binding domain			NOT_VALIDATED				723	99.80	15	20.00	93.33	46-60	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
C9J5U3	HBP1	FAILED_ACCESSION_ANNOTATION	HMG-box transcription factor 1	UNREVIEWED	111	95e8f8d1fc1a014bb5927f2e45823d68c82f4dd1ac5cdfa9d69afe5bc8c9ff10	Homologous_PWM	M00194_2.00 (92.7%)						NO		NOT_APPLICABLE	0	0				H7C4S2	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	454	MODEL_INTERVAL:423-450	/data/sbi/interchange/boliva/patricia/models/TFS_H7C4S2:423:450_2gzk_A_1.pdb	423-450	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	200	9	8	462	100.00	1	3.57	100.00	111-111	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
C9J682	ZFX	FAILED_ACCESSION_ANNOTATION	Zinc finger protein X-linked	UNREVIEWED	135	19839c284b37240c1c9d2ff9902a448f2acd28a33ba428c333242d5eab519b4f	Homologous_PWM	MA0146.1 (91.9%)	Zfx_Zfy_act,Adhes-Ig_like	PF04704:70-135:Zfx/Zfy transcription activation region			PF04704:70-135:Zfx/Zfy transcription activation region	NO		NOT_APPLICABLE	0	0				B7ZKJ5	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	844	PF00096:587-609:Zinc finger, C2H2 type;PF13909:615-640:C2H2-type zinc-finger domain;PF00096:701-723:Zinc finger, C2H2 type;PF00096:758-780:Zinc finger, C2H2 type	/data/sbi/interchange/boliva/patricia/models/TFS_B7ZKJ5:553:837_5wjq_D_1.pdb	553-837	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	636	77	43	844	100.00	13	6.70	100.00	122-134	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
C9J845	MITF	FAILED_ACCESSION_ANNOTATION	Melanocyte inducing transcription factor	UNREVIEWED	157	1e8f197339a8a539806e982fc78ba4ed0f1bd046bd43a248bf47a4d5139e6422	Homologous_PWM	M09475_2.00 (71.8%);MA0620.1 (71.8%);MA0620.2 (73.7%)	Ribophorin_I	PF15951:4-86:MITF/TFEB/TFEC/TFE3 N-terminus			PF15951:4-86:MITF/TFEB/TFEC/TFE3 N-terminus	NO		NOT_APPLICABLE	0	0				O75030	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	526	PF00010:312-365:Helix-loop-helix DNA-binding domain	/data/sbi/interchange/boliva/patricia/models/TFS_O75030:308:363_4h10_B_1.pdb	308-363	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	402	14	15	526	100.00	2	3.70	100.00	150-151	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
