motif_id	cisbp_tf_id	tf_name	tf_external_id	tf_species	tf_status	motif_source_id	pmid	metadata_file	metadata_line	link_class	priority	n_hits_for_motif	url
M00814_2.00	T303212_2.00	HNF4A	ENSG00000101076	Homo_sapiens	I	pTH2936	23354101	TF_Information_all_motifs_plus.txt	81292	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303212_2.00
M00816_2.00	T303220_2.00	NR2C1	ENSG00000120798	Homo_sapiens	I	pTH3468	23354101	TF_Information_all_motifs_plus.txt	82344	related_or_inferred_human	2	16	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303220_2.00
M00817_2.00	T303211_2.00	ESR1	ENSG00000091831	Homo_sapiens	I	pTH3841	23354101	TF_Information_all_motifs_plus.txt	81072	related_or_inferred_human	2	5	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303211_2.00
M00818_2.00	T303220_2.00	NR2C1	ENSG00000120798	Homo_sapiens	I	pTH3467	23354101	TF_Information_all_motifs_plus.txt	82345	related_or_inferred_human	2	17	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303220_2.00
M00819_2.00	T303211_2.00	ESR1	ENSG00000091831	Homo_sapiens	I	pTH3464	23354101	TF_Information_all_motifs_plus.txt	81073	related_or_inferred_human	2	34	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303211_2.00
M00820_2.00	T303211_2.00	ESR1	ENSG00000091831	Homo_sapiens	I	pTH3469	23354101	TF_Information_all_motifs_plus.txt	81074	related_or_inferred_human	2	34	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303211_2.00
M00821_2.00	T303239_2.00	AR	ENSG00000169083	Homo_sapiens	I	pTH1739	23354101	TF_Information_all_motifs_plus.txt	86245	related_or_inferred_human	2	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303239_2.00
M00822_2.00	T303211_2.00	ESR1	ENSG00000091831	Homo_sapiens	I	pTH3811	23354101	TF_Information_all_motifs_plus.txt	81075	related_or_inferred_human	2	35	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303211_2.00
M00823_2.00	T318250_2.00	RFX5	ENSG00000143390	Homo_sapiens	I	pTH3516	23354101	TF_Information_all_motifs_plus.txt	90049	related_or_inferred_human	2	2	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318250_2.00
M00824_2.00	T321714_2.00	GMEB1	ENSG00000162419	Homo_sapiens	I	pTH3084	23354101	TF_Information_all_motifs_plus.txt	90287	related_or_inferred_human	2	2	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T321714_2.00
M00826_2.00	T328080_2.00	SOX1	ENSG00000182968	Homo_sapiens	I	pTH1729	23354101	TF_Information_all_motifs.txt	11844	related_or_inferred_human	2	21	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_2.00
M00827_2.00	T328080_2.00	SOX1	ENSG00000182968	Homo_sapiens	I	pTH3087	23354101	TF_Information_all_motifs.txt	11845	related_or_inferred_human	2	21	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_2.00
M00828_2.00	T328080_2.00	SOX1	ENSG00000182968	Homo_sapiens	I	pTH3862	23354101	TF_Information_all_motifs.txt	11846	related_or_inferred_human	2	21	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_2.00
M00829_2.00	T328080_2.00	SOX1	ENSG00000182968	Homo_sapiens	I	pTH2677	23354101	TF_Information_all_motifs.txt	11847	related_or_inferred_human	2	21	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328080_2.00
M00830_2.00	T339889_2.00	TBX2	ENSG00000121068	Homo_sapiens	I	pTH3751	23354101	TF_Information_all_motifs_plus.txt	94889	related_or_inferred_human	2	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T339889_2.00
M00831_2.00	T339889_2.00	TBX2	ENSG00000121068	Homo_sapiens	I	pTH3973	23354101	TF_Information_all_motifs_plus.txt	94890	related_or_inferred_human	2	5	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T339889_2.00
M00832_2.00	T339900_2.00	TBX1	ENSG00000184058	Homo_sapiens	I	pTH3822	23354101	TF_Information_all_motifs_plus.txt	95145	related_or_inferred_human	2	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T339900_2.00
M00833_2.00	T339896_2.00	EOMES	ENSG00000163508	Homo_sapiens	I	pTH3775	23354101	TF_Information_all_motifs_plus.txt	95050	related_or_inferred_human	2	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T339896_2.00
M00834_2.00	T339889_2.00	TBX2	ENSG00000121068	Homo_sapiens	I	pTH3998	23354101	TF_Information_all_motifs_plus.txt	94892	related_or_inferred_human	2	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T339889_2.00
M00835_2.00	T339887_2.00	TBX15	ENSG00000092607	Homo_sapiens	I	pTH3777	23354101	TF_Information_all_motifs_plus.txt	94833	related_or_inferred_human	2	5	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T339887_2.00
M00836_2.00	T185766_2.00	FOXP1	ENSG00000114861	Homo_sapiens	D	pEX0123	21924763	TF_Information.txt	3023	direct_human	0	10	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185766_2.00
M00837_2.00	T185766_2.00	FOXP1	ENSG00000114861	Homo_sapiens	D	pEX0124	21924763	TF_Information.txt	3024	direct_human	0	10	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185766_2.00
M00838_2.00	T185766_2.00	FOXP1	ENSG00000114861	Homo_sapiens	D	pEX0125	21924763	TF_Information.txt	3025	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185766_2.00
M00839_2.00	T185766_2.00	FOXP1	ENSG00000114861	Homo_sapiens	D	pEX0126	21924763	TF_Information.txt	3026	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185766_2.00
M00869_2.00	T240228_2.00	HSF1	ENSG00000185122	Homo_sapiens	I	HSFB2A	24477691	TF_Information_all_motifs_plus.txt	79320	related_or_inferred_human	2	1	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T240228_2.00
M00938_2.00	T034282_2.00	MAX	ENSG00000125952	Homo_sapiens	D	Max_L	25287278	TF_Information.txt	234	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034282_2.00
M00967_2.00	T350245_2.00	PHF1	ENSG00000112511	Homo_sapiens	D	PHF1	28869966	TF_Information.txt	5787	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T350245_2.00
M00968_2.00	T350269_2.00	MTF2	ENSG00000143033	Homo_sapiens	D	MTF2	28869966	TF_Information.txt	5814	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T350269_2.00
M00983_2.00	T094871_2.00	BCL11A	ENSG00000119866	Homo_sapiens	D	BCL11A_23	29606353	TF_Information.txt	1369	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094871_2.00
M00984_2.00	T094871_2.00	BCL11A	ENSG00000119866	Homo_sapiens	D	BCL11A_456	29606353	TF_Information.txt	1370	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094871_2.00
M00985_2.00	T094871_2.00	BCL11A	ENSG00000119866	Homo_sapiens	D	BCL11A_XL	29606353	TF_Information.txt	1371	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094871_2.00
M00986_2.00	T094903_2.00	BCL11B	ENSG00000127152	Homo_sapiens	D	BCL11B_23	29606353	TF_Information.txt	1469	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094903_2.00
M00987_2.00	T094903_2.00	BCL11B	ENSG00000127152	Homo_sapiens	D	BCL11B_456	29606353	TF_Information.txt	1470	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094903_2.00
M00988_2.00	T094903_2.00	BCL11B	ENSG00000127152	Homo_sapiens	D	BCL11B_XL	29606353	TF_Information.txt	1471	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094903_2.00
M00989_2.00	T059769_2.00	CEBPD	ENSG00000221869	Homo_sapiens	I	CEBPD_M_HK	23590861	TF_Information_all_motifs_plus.txt	3034	related_or_inferred_human	2	1	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059769_2.00
M00990_2.00	T059769_2.00	CEBPD	ENSG00000221869	Homo_sapiens	I	CEBPD_UM_HK	23590861	TF_Information_all_motifs_plus.txt	3035	related_or_inferred_human	2	1	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059769_2.00
M00991_2.00	T059735_2.00	ATF1	ENSG00000123268	Homo_sapiens	I	CREB1_M_HK	23590861	TF_Information_all_motifs_plus.txt	1925	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059735_2.00
M00992_2.00	T059735_2.00	ATF1	ENSG00000123268	Homo_sapiens	I	CREB1_UM_HK	23590861	TF_Information_all_motifs_plus.txt	1926	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059735_2.00
M00993_2.00	T059770_2.00	CEBPA	ENSG00000245848	Homo_sapiens	I	CEBPA_M_HK	23590861	TF_Information_all_motifs_plus.txt	3047	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059770_2.00
M00994_2.00	T059770_2.00	CEBPA	ENSG00000245848	Homo_sapiens	I	CEBPA_UM_HK	23590861	TF_Information_all_motifs_plus.txt	3048	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059770_2.00
M00995_2.00	T059760_2.00	JUN	ENSG00000177606	Homo_sapiens	I	JUN_UM_HK	23590861	TF_Information_all_motifs_plus.txt	2567	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059760_2.00
M00996_2.00	T059746_2.00	CEBPG	ENSG00000153879	Homo_sapiens	I	CEBPG_M_HK	23590861	TF_Information_all_motifs_plus.txt	2227	related_or_inferred_human	2	1	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059746_2.00
M00997_2.00	T059746_2.00	CEBPG	ENSG00000153879	Homo_sapiens	I	CEBPG_UM_HK	23590861	TF_Information_all_motifs_plus.txt	2228	related_or_inferred_human	2	1	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059746_2.00
M00998_2.00	T059770_2.00	CEBPA	ENSG00000245848	Homo_sapiens	I	CEBPB_M_HK	23590861	TF_Information_all_motifs_plus.txt	3049	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059770_2.00
M00999_2.00	T059770_2.00	CEBPA	ENSG00000245848	Homo_sapiens	I	CEBPB_UM_HK	23590861	TF_Information_all_motifs_plus.txt	3050	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059770_2.00
M01000_2.00	T059760_2.00	JUN	ENSG00000177606	Homo_sapiens	I	JUND_M_HK	23590861	TF_Information_all_motifs_plus.txt	2568	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059760_2.00
M01001_2.00	T059760_2.00	JUN	ENSG00000177606	Homo_sapiens	I	JUND_UM_HK	23590861	TF_Information_all_motifs_plus.txt	2569	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059760_2.00
M01007_2.00	T185783_2.00	FOXN2	ENSG00000170802	Homo_sapiens	D	FOXN2	23836653	TF_Information.txt	3118	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185783_2.00
M01008_2.00	T185786_2.00	FOXR1	ENSG00000176302	Homo_sapiens	D	FOXR1	23836653	TF_Information.txt	3132	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185786_2.00
M01009_2.00	T185765_2.00	FOXM1	ENSG00000111206	Homo_sapiens	I	Foxm1	23836653	TF_Information_all_motifs_plus.txt	12785	related_or_inferred_human	2	1	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185765_2.00
M01010_2.00	T185764_2.00	FOXN1	ENSG00000109101	Homo_sapiens	I	Foxn1	23836653	TF_Information_all_motifs_plus.txt	12781	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185764_2.00
M01011_2.00	T185764_2.00	FOXN1	ENSG00000109101	Homo_sapiens	I	Foxn4	23836653	TF_Information_all_motifs_plus.txt	12782	related_or_inferred_human	2	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185764_2.00
M01012_2.00	T185764_2.00	FOXN1	ENSG00000109101	Homo_sapiens	I	Jumeau	23836653	TF_Information_all_motifs_plus.txt	12783	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185764_2.00
M01013_2.00	T185783_2.00	FOXN2	ENSG00000170802	Homo_sapiens	I	CHES-1-like	23836653	TF_Information_all_motifs_plus.txt	13626	related_or_inferred_human	2	2	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185783_2.00
M01016_2.00	T185783_2.00	FOXN2	ENSG00000170802	Homo_sapiens	I	FoxN2-3_Nvec	23836653	TF_Information_all_motifs_plus.txt	13627	related_or_inferred_human	2	2	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185783_2.00
M01018_2.00	T185783_2.00	FOXN2	ENSG00000170802	Homo_sapiens	I	FoxN2_3	23836653	TF_Information_all_motifs_plus.txt	13628	related_or_inferred_human	2	2	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185783_2.00
M01022_2.00	T094799_2.00	GLI2	ENSG00000074047	Homo_sapiens	I	Gli3	23249739	TF_Information_all_motifs_plus.txt	3485	related_or_inferred_human	2	2	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094799_2.00
M01023_2.00	T094851_2.00	GLI1	ENSG00000111087	Homo_sapiens	I	Gli1	23249739	TF_Information_all_motifs_plus.txt	4045	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094851_2.00
M01024_2.00	T094851_2.00	GLI1	ENSG00000111087	Homo_sapiens	I	Gli2	23249739	TF_Information_all_motifs_plus.txt	4046	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094851_2.00
M01026_2.00	T328063_2.00	SOX4	ENSG00000124766	Homo_sapiens	D	Sox4	19147588	TF_Information.txt	5464	direct_human	0	23	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T328063_2.00
M01028_2.00	T339896_2.00	EOMES	ENSG00000163508	Homo_sapiens	I	pTH2659	24043797	TF_Information_all_motifs_plus.txt	95051	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T339896_2.00
M01029_2.00	T339889_2.00	TBX2	ENSG00000121068	Homo_sapiens	I	pTH9336	24043797	TF_Information_all_motifs_plus.txt	94893	related_or_inferred_human	2	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T339889_2.00
M01030_2.00	T339889_2.00	TBX2	ENSG00000121068	Homo_sapiens	I	pTH9244	24043797	TF_Information_all_motifs_plus.txt	94894	related_or_inferred_human	2	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T339889_2.00
M01064_2.00	T209783_2.00	MEIS3	ENSG00000105419	Homo_sapiens	I	pTH9798	25220462	TF_Information_all_motifs_plus.txt	22446	related_or_inferred_human	2	1	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209783_2.00
M01087_2.00	T345291_2.00	LIN54	ENSG00000189308	Homo_sapiens	I	pTH7218	25220462	TF_Information_all_motifs.txt	12191	related_or_inferred_human	2	2	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T345291_2.00
M01103_2.00	T017389_2.00	HMGA1	ENSG00000137309	Homo_sapiens	I	pTH9309	NULL	TF_Information_all_motifs_plus.txt	351	related_or_inferred_human	2	2	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T017389_2.00
M01104_2.00	T017389_2.00	HMGA1	ENSG00000137309	Homo_sapiens	I	pTH11377	NULL	TF_Information_all_motifs_plus.txt	352	related_or_inferred_human	2	2	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T017389_2.00
M01105_2.00	T017389_2.00	HMGA1	ENSG00000137309	Homo_sapiens	I	pTH11412	NULL	TF_Information_all_motifs_plus.txt	353	related_or_inferred_human	2	2	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T017389_2.00
M01106_2.00	T017389_2.00	HMGA1	ENSG00000137309	Homo_sapiens	I	pTH11493	NULL	TF_Information_all_motifs_plus.txt	354	related_or_inferred_human	2	2	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T017389_2.00
M01107_2.00	T017389_2.00	HMGA1	ENSG00000137309	Homo_sapiens	I	pTH11338	NULL	TF_Information_all_motifs_plus.txt	355	related_or_inferred_human	2	2	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T017389_2.00
M01108_2.00	T017389_2.00	HMGA1	ENSG00000137309	Homo_sapiens	I	pTH11261	NULL	TF_Information_all_motifs_plus.txt	356	related_or_inferred_human	2	2	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T017389_2.00
M01113_2.00	T034271_2.00	SOHLH2	ENSG00000120669	Homo_sapiens	D	pTH11270	NULL	TF_Information.txt	199	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034271_2.00
M01114_2.00	T034260_2.00	MLX	ENSG00000108788	Homo_sapiens	I	pTH11463	NULL	TF_Information_all_motifs_plus.txt	639	related_or_inferred_human	2	1	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T034260_2.00
M01131_2.00	T055569_2.00	POGK	ENSG00000143157	Homo_sapiens	I	pTH9755	NULL	TF_Information.txt	516	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T055569_2.00
M01142_2.00	T059736_2.00	NFE2	ENSG00000123405	Homo_sapiens	I	pTH9845	NULL	TF_Information_all_motifs_plus.txt	1965	related_or_inferred_human	2	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059736_2.00
M01143_2.00	T059749_2.00	CREB3L1	ENSG00000157613	Homo_sapiens	I	pTH11415	NULL	TF_Information_all_motifs_plus.txt	2277	related_or_inferred_human	2	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059749_2.00
M01147_2.00	T059731_2.00	ATF2	ENSG00000115966	Homo_sapiens	I	pTH8918	NULL	TF_Information_all_motifs_plus.txt	1810	related_or_inferred_human	2	1	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T059731_2.00
M01165_2.00	T076454_2.00	ZSCAN29	ENSG00000140265	Homo_sapiens	D	pTH11268	NULL	TF_Information.txt	977	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T076454_2.00
M01171_2.00	T094897_2.00	PLAGL2	ENSG00000126003	Homo_sapiens	D	pTH11214	NULL	TF_Information.txt	1455	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094897_2.00
M01172_2.00	T094931_2.00	VEZF1	ENSG00000136451	Homo_sapiens	D	pTH11265	NULL	TF_Information.txt	1519	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094931_2.00
M01173_2.00	T095293_2.00	ZBTB44	ENSG00000196323	Homo_sapiens	D	pTH11223	NULL	TF_Information.txt	2229	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T095293_2.00
M01174_2.00	T094954_2.00	OSR1	ENSG00000143867	Homo_sapiens	I	pTH5339	NULL	TF_Information_all_motifs_plus.txt	4721	related_or_inferred_human	2	2	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T094954_2.00
M01203_2.00	T161471_2.00	CENPBD1	ENSG00000177946	Homo_sapiens	D	pTH11233	NULL	TF_Information.txt	2547	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T161471_2.00
M01204_2.00	T161475_2.00	TIGD1	ENSG00000221944	Homo_sapiens	D	pTH11227	NULL	TF_Information.txt	2551	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T161475_2.00
M01205_2.00	T161468_2.00	TIGD6	ENSG00000164296	Homo_sapiens	I	pTH11462	NULL	TF_Information.txt	2544	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T161468_2.00
M01206_2.00	T161474_2.00	JRKL	ENSG00000183340	Homo_sapiens	I	pTH11439	NULL	TF_Information.txt	2550	related_or_inferred_human	2	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T161474_2.00
M01207_2.00	T164567_2.00	YBX1	ENSG00000065978	Homo_sapiens	I	pTH9768	NULL	TF_Information_all_motifs_plus.txt	6209	related_or_inferred_human	2	5	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T164567_2.00
M01210_2.00	T167987_2.00	CXXC5	ENSG00000171604	Homo_sapiens	D	pTH11216	NULL	TF_Information.txt	2631	direct_human	0	9	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T167987_2.00
M01211_2.00	T169047_2.00	DMRT1	ENSG00000137090	Homo_sapiens	I	pTH9799	NULL	TF_Information_all_motifs_plus.txt	6440	related_or_inferred_human	2	7	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T169047_2.00
M01225_2.00	T172616_2.00	E2F1	ENSG00000101412	Homo_sapiens	I	pTH9809	NULL	TF_Information_all_motifs_plus.txt	6694	related_or_inferred_human	2	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T172616_2.00
M01227_2.00	T185760_2.00	FOXN3	ENSG00000053254	Homo_sapiens	D	pTH11266	NULL	TF_Information.txt	2993	direct_human	0	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185760_2.00
M01228_2.00	T185761_2.00	FOXC1	ENSG00000054598	Homo_sapiens	I	pTH9824	NULL	TF_Information_all_motifs_plus.txt	12576	related_or_inferred_human	2	32	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T185761_2.00
M01238_2.00	T209783_2.00	MEIS3	ENSG00000105419	Homo_sapiens	I	pTH9968	NULL	TF_Information_all_motifs_plus.txt	22447	related_or_inferred_human	2	1	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209783_2.00
M01240_2.00	T209788_2.00	HOXA3	ENSG00000105997	Homo_sapiens	I	pTH11471	NULL	TF_Information_all_motifs_plus.txt	24377	related_or_inferred_human	2	21	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209788_2.00
M01241_2.00	T209782_2.00	CRX	ENSG00000105392	Homo_sapiens	I	pTH11454	NULL	TF_Information_all_motifs_plus.txt	22334	related_or_inferred_human	2	12	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209782_2.00
M01242_2.00	T209768_2.00	ISL1	ENSG00000016082	Homo_sapiens	I	pTH11489	NULL	TF_Information_all_motifs_plus.txt	18443	related_or_inferred_human	2	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209768_2.00
M01243_2.00	T209930_2.00	PBX1	ENSG00000185630	Homo_sapiens	I	pTH11444	NULL	TF_Information_all_motifs_plus.txt	70768	related_or_inferred_human	2	4	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209930_2.00
M01244_2.00	T209874_2.00	NKX6-1	ENSG00000163623	Homo_sapiens	I	pTH11477	NULL	TF_Information_all_motifs_plus.txt	52342	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209874_2.00
M01245_2.00	T209765_2.00	HOXA11	ENSG00000005073	Homo_sapiens	I	pTH11458	NULL	TF_Information_all_motifs_plus.txt	17076	related_or_inferred_human	2	12	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209765_2.00
M01246_2.00	T209883_2.00	HDX	ENSG00000165259	Homo_sapiens	D	pTH11271	NULL	TF_Information.txt	3980	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209883_2.00
M01247_2.00	T209954_2.00	DUXA	ENSG00000258873	Homo_sapiens	D	pTH11226	NULL	TF_Information.txt	4284	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T209954_2.00
M01259_2.00	T248289_2.00	MSANTD3	ENSG00000066697	Homo_sapiens	D	pTH11241	NULL	TF_Information.txt	4649	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T248289_2.00
M01260_2.00	T248290_2.00	NAIF1	ENSG00000171169	Homo_sapiens	I	pTH9808	NULL	TF_Information.txt	4650	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T248290_2.00
M01272_2.00	T269574_2.00	ZZZ3	ENSG00000036549	Homo_sapiens	D	pTH11249	NULL	TF_Information.txt	4727	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T269574_2.00
M01297_2.00	T303211_2.00	ESR1	ENSG00000091831	Homo_sapiens	I	pTH3511	NULL	TF_Information_all_motifs_plus.txt	81076	related_or_inferred_human	2	18	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303211_2.00
M01298_2.00	T303221_2.00	NR4A1	ENSG00000123358	Homo_sapiens	I	pTH9944	NULL	TF_Information_all_motifs_plus.txt	82641	related_or_inferred_human	2	7	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303221_2.00
M01301_2.00	T311643_2.00	PAX1	ENSG00000125813	Homo_sapiens	I	pTH9781	NULL	TF_Information_all_motifs_plus.txt	89379	related_or_inferred_human	2	8	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311643_2.00
M01302_2.00	T311643_2.00	PAX1	ENSG00000125813	Homo_sapiens	I	pTH9773	NULL	TF_Information_all_motifs_plus.txt	89380	related_or_inferred_human	2	7	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311643_2.00
M01304_2.00	T313553_2.00	LCORL	ENSG00000178177	Homo_sapiens	D	pTH11267	NULL	TF_Information.txt	5190	direct_human	0	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T313553_2.00
M01306_2.00	T317168_2.00	NFATC4	ENSG00000100968	Homo_sapiens	D	pTH9347	NULL	TF_Information.txt	5210	direct_human	0	6	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317168_2.00
M01307_2.00	T319384_2.00	RUNX1	ENSG00000159216	Homo_sapiens	I	pTH9764	NULL	TF_Information_all_motifs_plus.txt	90220	related_or_inferred_human	2	3	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T319384_2.00
