motif_id	cisbp_tf_id	tf_name	tf_external_id	tf_species	tf_status	motif_source_id	pmid	url
M03305_2.00	T238191_2.00	POU6F2	ENSG00000106536	Homo_sapiens	D	POU6F2_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238191_2.00
M03306_2.00	T238192_2.00	POU2F3	ENSG00000137709	Homo_sapiens	D	POU2F3_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238192_2.00
M03307_2.00	T238192_2.00	POU2F3	ENSG00000137709	Homo_sapiens	D	POU2F3_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238192_2.00
M03308_2.00	T238193_2.00	POU2F1	ENSG00000143190	Homo_sapiens	D	POU2F1_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238193_2.00
M03309_2.00	T238193_2.00	POU2F1	ENSG00000143190	Homo_sapiens	D	POU2F1_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238193_2.00
M03310_2.00	T238194_2.00	POU4F2	ENSG00000151615	Homo_sapiens	D	POU4F2_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238194_2.00
M03311_2.00	T238194_2.00	POU4F2	ENSG00000151615	Homo_sapiens	D	POU4F2_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238194_2.00
M03312_2.00	T238195_2.00	POU4F1	ENSG00000152192	Homo_sapiens	D	POU4F1_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238195_2.00
M03313_2.00	T238196_2.00	POU3F2	ENSG00000184486	Homo_sapiens	D	POU3F2_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238196_2.00
M03314_2.00	T238196_2.00	POU3F2	ENSG00000184486	Homo_sapiens	D	POU3F2_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238196_2.00
M03315_2.00	T238197_2.00	POU3F1	ENSG00000185668	Homo_sapiens	D	POU3F1_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238197_2.00
M03316_2.00	T238197_2.00	POU3F1	ENSG00000185668	Homo_sapiens	D	POU3F1_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238197_2.00
M03317_2.00	T238198_2.00	POU3F4	ENSG00000196767	Homo_sapiens	D	POU3F4_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238198_2.00
M03318_2.00	T238198_2.00	POU3F4	ENSG00000196767	Homo_sapiens	D	POU3F4_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238198_2.00
M03319_2.00	T238199_2.00	POU3F3	ENSG00000198914	Homo_sapiens	D	POU3F3_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238199_2.00
M03320_2.00	T238199_2.00	POU3F3	ENSG00000198914	Homo_sapiens	D	POU3F3_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238199_2.00
M03321_2.00	T238199_2.00	POU3F3	ENSG00000198914	Homo_sapiens	D	POU3F3_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T238199_2.00
M03324_2.00	T240222_2.00	HSF2	ENSG00000025156	Homo_sapiens	D	HSF2_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T240222_2.00
M03325_2.00	T240223_2.00	HSF4	ENSG00000102878	Homo_sapiens	D	HSF4_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T240223_2.00
M03326_2.00	T240224_2.00	HSFY2	ENSG00000169953	Homo_sapiens	D	HSFY2_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T240224_2.00
M03327_2.00	T240224_2.00	HSFY2	ENSG00000169953	Homo_sapiens	D	HSFY2_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T240224_2.00
M03328_2.00	T240224_2.00	HSFY2	ENSG00000169953	Homo_sapiens	D	HSFY2_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T240224_2.00
M03329_2.00	T240228_2.00	HSF1	ENSG00000185122	Homo_sapiens	D	HSF1_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T240228_2.00
M03330_2.00	T240228_2.00	HSF1	ENSG00000185122	Homo_sapiens	D	HSF1_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T240228_2.00
M03331_2.00	T244079_2.00	IRF3	ENSG00000126456	Homo_sapiens	D	IRF3_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T244079_2.00
M03332_2.00	T244080_2.00	IRF5	ENSG00000128604	Homo_sapiens	D	IRF5_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T244080_2.00
M03333_2.00	T244080_2.00	IRF5	ENSG00000128604	Homo_sapiens	D	IRF5_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T244080_2.00
M03334_2.00	T244081_2.00	IRF4	ENSG00000137265	Homo_sapiens	D	IRF4_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T244081_2.00
M03335_2.00	T244082_2.00	IRF8	ENSG00000140968	Homo_sapiens	D	IRF8_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T244082_2.00
M03336_2.00	T244082_2.00	IRF8	ENSG00000140968	Homo_sapiens	D	IRF8_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T244082_2.00
M03337_2.00	T244084_2.00	IRF7	ENSG00000185507	Homo_sapiens	D	IRF7_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T244084_2.00
M03338_2.00	T244084_2.00	IRF7	ENSG00000185507	Homo_sapiens	D	IRF7_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T244084_2.00
M03339_2.00	T244085_2.00	IRF9	ENSG00000213928	Homo_sapiens	D	IRF9_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T244085_2.00
M03340_2.00	T253655_2.00	MEF2A	ENSG00000068305	Homo_sapiens	D	MEF2A_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T253655_2.00
M03341_2.00	T253657_2.00	SRF	ENSG00000112658	Homo_sapiens	D	SRF_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T253657_2.00
M03342_2.00	T253657_2.00	SRF	ENSG00000112658	Homo_sapiens	D	SRF_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T253657_2.00
M03343_2.00	T253658_2.00	MEF2D	ENSG00000116604	Homo_sapiens	D	MEF2D_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T253658_2.00
M03344_2.00	T253659_2.00	MEF2B	ENSG00000213999	Homo_sapiens	D	MEF2B_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T253659_2.00
M03345_2.00	T269576_2.00	MYBL2	ENSG00000101057	Homo_sapiens	D	MYBL2_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T269576_2.00
M03346_2.00	T269576_2.00	MYBL2	ENSG00000101057	Homo_sapiens	D	MYBL2_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T269576_2.00
M03347_2.00	T269576_2.00	MYBL2	ENSG00000101057	Homo_sapiens	D	MYBL2_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T269576_2.00
M03348_2.00	T269576_2.00	MYBL2	ENSG00000101057	Homo_sapiens	D	MYBL2_4	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T269576_2.00
M03349_2.00	T269586_2.00	MYBL1	ENSG00000185697	Homo_sapiens	D	MYBL1_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T269586_2.00
M03350_2.00	T269586_2.00	MYBL1	ENSG00000185697	Homo_sapiens	D	MYBL1_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T269586_2.00
M03351_2.00	T269586_2.00	MYBL1	ENSG00000185697	Homo_sapiens	D	MYBL1_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T269586_2.00
M03352_2.00	T269586_2.00	MYBL1	ENSG00000185697	Homo_sapiens	D	MYBL1_4	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T269586_2.00
M03353_2.00	T303208_2.00	RORA	ENSG00000069667	Homo_sapiens	D	RORA_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303208_2.00
M03354_2.00	T303208_2.00	RORA	ENSG00000069667	Homo_sapiens	D	RORA_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303208_2.00
M03355_2.00	T303209_2.00	RARB	ENSG00000077092	Homo_sapiens	D	RARB_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303209_2.00
M03356_2.00	T303211_2.00	ESR1	ENSG00000091831	Homo_sapiens	D	ESR1_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303211_2.00
M03357_2.00	T303212_2.00	HNF4A	ENSG00000101076	Homo_sapiens	D	HNF4A_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303212_2.00
M03358_2.00	T303212_2.00	HNF4A	ENSG00000101076	Homo_sapiens	D	HNF4A_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303212_2.00
M03359_2.00	T303212_2.00	HNF4A	ENSG00000101076	Homo_sapiens	D	HNF4A_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303212_2.00
M03360_2.00	T303212_2.00	HNF4A	ENSG00000101076	Homo_sapiens	D	HNF4A_4	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303212_2.00
M03361_2.00	T303212_2.00	HNF4A	ENSG00000101076	Homo_sapiens	D	HNF4A_5	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303212_2.00
M03362_2.00	T303212_2.00	HNF4A	ENSG00000101076	Homo_sapiens	D	HNF4A_6	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303212_2.00
M03363_2.00	T303213_2.00	VDR	ENSG00000111424	Homo_sapiens	D	VDR_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303213_2.00
M03364_2.00	T303215_2.00	NR2E1	ENSG00000112333	Homo_sapiens	D	NR2E1_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303215_2.00
M03365_2.00	T303215_2.00	NR2E1	ENSG00000112333	Homo_sapiens	D	NR2E1_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303215_2.00
M03366_2.00	T303216_2.00	NR3C1	ENSG00000113580	Homo_sapiens	D	NR3C1_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303216_2.00
M03367_2.00	T303219_2.00	ESRRB	ENSG00000119715	Homo_sapiens	D	ESRRB_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303219_2.00
M03368_2.00	T303222_2.00	THRA	ENSG00000126351	Homo_sapiens	D	THRA_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303222_2.00
M03369_2.00	T303225_2.00	RARA	ENSG00000131759	Homo_sapiens	D	RARA_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303225_2.00
M03370_2.00	T303225_2.00	RARA	ENSG00000131759	Homo_sapiens	D	RARA_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303225_2.00
M03371_2.00	T303225_2.00	RARA	ENSG00000131759	Homo_sapiens	D	RARA_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303225_2.00
M03372_2.00	T303225_2.00	RARA	ENSG00000131759	Homo_sapiens	D	RARA_4	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303225_2.00
M03373_2.00	T303225_2.00	RARA	ENSG00000131759	Homo_sapiens	D	RARA_5	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303225_2.00
M03374_2.00	T303225_2.00	RARA	ENSG00000131759	Homo_sapiens	D	RARA_6	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303225_2.00
M03375_2.00	T303229_2.00	RXRG	ENSG00000143171	Homo_sapiens	D	RXRG_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303229_2.00
M03376_2.00	T303229_2.00	RXRG	ENSG00000143171	Homo_sapiens	D	RXRG_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303229_2.00
M03377_2.00	T303229_2.00	RXRG	ENSG00000143171	Homo_sapiens	D	RXRG_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303229_2.00
M03378_2.00	T303229_2.00	RXRG	ENSG00000143171	Homo_sapiens	D	RXRG_4	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303229_2.00
M03379_2.00	T303234_2.00	THRB	ENSG00000151090	Homo_sapiens	D	THRB_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303234_2.00
M03380_2.00	T303234_2.00	THRB	ENSG00000151090	Homo_sapiens	D	THRB_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303234_2.00
M03381_2.00	T303234_2.00	THRB	ENSG00000151090	Homo_sapiens	D	THRB_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303234_2.00
M03382_2.00	T303235_2.00	NR3C2	ENSG00000151623	Homo_sapiens	D	NR3C2_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303235_2.00
M03383_2.00	T303236_2.00	NR4A2	ENSG00000153234	Homo_sapiens	D	NR4A2_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303236_2.00
M03384_2.00	T303236_2.00	NR4A2	ENSG00000153234	Homo_sapiens	D	NR4A2_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303236_2.00
M03385_2.00	T303236_2.00	NR4A2	ENSG00000153234	Homo_sapiens	D	NR4A2_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303236_2.00
M03386_2.00	T303237_2.00	NR2F6	ENSG00000160113	Homo_sapiens	D	NR2F6_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303237_2.00
M03387_2.00	T303237_2.00	NR2F6	ENSG00000160113	Homo_sapiens	D	NR2F6_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303237_2.00
M03388_2.00	T303237_2.00	NR2F6	ENSG00000160113	Homo_sapiens	D	NR2F6_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303237_2.00
M03389_2.00	T303239_2.00	AR	ENSG00000169083	Homo_sapiens	D	AR_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303239_2.00
M03390_2.00	T303239_2.00	AR	ENSG00000169083	Homo_sapiens	D	AR_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303239_2.00
M03391_2.00	T303240_2.00	RARG	ENSG00000172819	Homo_sapiens	D	RARG_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303240_2.00
M03392_2.00	T303240_2.00	RARG	ENSG00000172819	Homo_sapiens	D	RARG_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303240_2.00
M03393_2.00	T303240_2.00	RARG	ENSG00000172819	Homo_sapiens	D	RARG_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303240_2.00
M03394_2.00	T303240_2.00	RARG	ENSG00000172819	Homo_sapiens	D	RARG_4	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303240_2.00
M03395_2.00	T303240_2.00	RARG	ENSG00000172819	Homo_sapiens	D	RARG_5	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303240_2.00
M03396_2.00	T303240_2.00	RARG	ENSG00000172819	Homo_sapiens	D	RARG_6	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303240_2.00
M03397_2.00	T303241_2.00	ESRRA	ENSG00000173153	Homo_sapiens	D	ESRRA_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303241_2.00
M03398_2.00	T303241_2.00	ESRRA	ENSG00000173153	Homo_sapiens	D	ESRRA_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303241_2.00
M03399_2.00	T303241_2.00	ESRRA	ENSG00000173153	Homo_sapiens	D	ESRRA_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303241_2.00
M03400_2.00	T303241_2.00	ESRRA	ENSG00000173153	Homo_sapiens	D	ESRRA_4	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303241_2.00
M03401_2.00	T303241_2.00	ESRRA	ENSG00000173153	Homo_sapiens	D	ESRRA_5	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303241_2.00
M03402_2.00	T303241_2.00	ESRRA	ENSG00000173153	Homo_sapiens	D	ESRRA_6	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303241_2.00
M03403_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M03404_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M03405_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M03406_2.00	T303243_2.00	NR2F1	ENSG00000175745	Homo_sapiens	D	NR2F1_4	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303243_2.00
M03407_2.00	T303244_2.00	NR2C2	ENSG00000177463	Homo_sapiens	D	NR2C2_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303244_2.00
M03408_2.00	T303246_2.00	RXRA	ENSG00000186350	Homo_sapiens	D	RXRA_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303246_2.00
M03409_2.00	T303246_2.00	RXRA	ENSG00000186350	Homo_sapiens	D	RXRA_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303246_2.00
M03410_2.00	T303246_2.00	RXRA	ENSG00000186350	Homo_sapiens	D	RXRA_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303246_2.00
M03411_2.00	T303246_2.00	RXRA	ENSG00000186350	Homo_sapiens	D	RXRA_4	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303246_2.00
M03412_2.00	T303248_2.00	ESRRG	ENSG00000196482	Homo_sapiens	D	ESRRG_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303248_2.00
M03413_2.00	T303248_2.00	ESRRG	ENSG00000196482	Homo_sapiens	D	ESRRG_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303248_2.00
M03414_2.00	T303248_2.00	ESRRG	ENSG00000196482	Homo_sapiens	D	ESRRG_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303248_2.00
M03415_2.00	T303250_2.00	RXRB	ENSG00000204231	Homo_sapiens	D	RXRB_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T303250_2.00
M03437_2.00	T311038_2.00	TP63	ENSG00000073282	Homo_sapiens	D	TP63_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311038_2.00
M03442_2.00	T311643_2.00	PAX1	ENSG00000125813	Homo_sapiens	D	PAX1_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311643_2.00
M03443_2.00	T311644_2.00	PAX5	ENSG00000196092	Homo_sapiens	D	PAX5_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311644_2.00
M03444_2.00	T311645_2.00	PAX9	ENSG00000198807	Homo_sapiens	D	PAX9_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T311645_2.00
M03445_2.00	T316463_2.00	PROX1	ENSG00000117707	Homo_sapiens	D	PROX1_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T316463_2.00
M03446_2.00	T317167_2.00	NFKB2	ENSG00000077150	Homo_sapiens	D	NFKB2_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317167_2.00
M03447_2.00	T317170_2.00	NFAT5	ENSG00000102908	Homo_sapiens	D	NFAT5_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317170_2.00
M03448_2.00	T317172_2.00	NFKB1	ENSG00000109320	Homo_sapiens	D	NFKB1_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317172_2.00
M03449_2.00	T317173_2.00	NFATC1	ENSG00000131196	Homo_sapiens	D	NFATC1_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317173_2.00
M03450_2.00	T317173_2.00	NFATC1	ENSG00000131196	Homo_sapiens	D	NFATC1_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317173_2.00
M03451_2.00	T317173_2.00	NFATC1	ENSG00000131196	Homo_sapiens	D	NFATC1_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T317173_2.00
M03452_2.00	T318246_2.00	RFX3	ENSG00000080298	Homo_sapiens	D	RFX3_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318246_2.00
M03453_2.00	T318246_2.00	RFX3	ENSG00000080298	Homo_sapiens	D	RFX3_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318246_2.00
M03454_2.00	T318247_2.00	RFX2	ENSG00000087903	Homo_sapiens	D	RFX2_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318247_2.00
M03455_2.00	T318247_2.00	RFX2	ENSG00000087903	Homo_sapiens	D	RFX2_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318247_2.00
M03456_2.00	T318248_2.00	RFX4	ENSG00000111783	Homo_sapiens	D	RFX4_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318248_2.00
M03457_2.00	T318248_2.00	RFX4	ENSG00000111783	Homo_sapiens	D	RFX4_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318248_2.00
M03458_2.00	T318250_2.00	RFX5	ENSG00000143390	Homo_sapiens	D	RFX5_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318250_2.00
M03459_2.00	T318250_2.00	RFX5	ENSG00000143390	Homo_sapiens	D	RFX5_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318250_2.00
M03460_2.00	T318250_2.00	RFX5	ENSG00000143390	Homo_sapiens	D	RFX5_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T318250_2.00
M03464_2.00	T319382_2.00	RUNX3	ENSG00000020633	Homo_sapiens	D	RUNX3_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T319382_2.00
M03465_2.00	T319382_2.00	RUNX3	ENSG00000020633	Homo_sapiens	D	RUNX3_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T319382_2.00
M03466_2.00	T319382_2.00	RUNX3	ENSG00000020633	Homo_sapiens	D	RUNX3_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T319382_2.00
M03467_2.00	T319382_2.00	RUNX3	ENSG00000020633	Homo_sapiens	D	RUNX3_4	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T319382_2.00
M03468_2.00	T319383_2.00	RUNX2	ENSG00000124813	Homo_sapiens	D	RUNX2_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T319383_2.00
M03469_2.00	T319383_2.00	RUNX2	ENSG00000124813	Homo_sapiens	D	RUNX2_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T319383_2.00
M03470_2.00	T319383_2.00	RUNX2	ENSG00000124813	Homo_sapiens	D	RUNX2_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T319383_2.00
M03471_2.00	T321711_2.00	GMEB2	ENSG00000101216	Homo_sapiens	D	GMEB2_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T321711_2.00
M03472_2.00	T321711_2.00	GMEB2	ENSG00000101216	Homo_sapiens	D	GMEB2_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T321711_2.00
M03473_2.00	T321711_2.00	GMEB2	ENSG00000101216	Homo_sapiens	D	GMEB2_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T321711_2.00
M03474_2.00	T321711_2.00	GMEB2	ENSG00000101216	Homo_sapiens	D	GMEB2_4	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T321711_2.00
M03475_2.00	T324622_2.00	NFIX	ENSG00000008441	Homo_sapiens	D	NFIX_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324622_2.00
M03476_2.00	T324622_2.00	NFIX	ENSG00000008441	Homo_sapiens	D	NFIX_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324622_2.00
M03477_2.00	T324622_2.00	NFIX	ENSG00000008441	Homo_sapiens	D	NFIX_3	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324622_2.00
M03478_2.00	T324622_2.00	NFIX	ENSG00000008441	Homo_sapiens	D	NFIX_4	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324622_2.00
M03479_2.00	T324627_2.00	NFIB	ENSG00000147862	Homo_sapiens	D	NFIB_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324627_2.00
M03480_2.00	T324628_2.00	NFIA	ENSG00000162599	Homo_sapiens	D	NFIA_1	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324628_2.00
M03481_2.00	T324628_2.00	NFIA	ENSG00000162599	Homo_sapiens	D	NFIA_2	23332764	https://cisbp.ccbr.utoronto.ca/TFnewreport.php?searchTF=T324628_2.00
